code;smiles;cation;anion;MP
;;pip-1cn,1;br;465.2
;;pip-3cn,1;br;410.2
;;mo-3,1;br;453.9
;;mo-4,1;br;484.5
;;mo-5,1;br;467,0
;;mo-a,1;br;353.2
;;mo-a,2;br;348.2
;;n-2o1,2,1,1;bob;321.5
;;n-1o1,2,1,1;bob;324,0
;;n-1o2,2,1,1;bob;319.9
;;im-2,1;bfcn3;265.4
;;im-2,1;bfcn2-2[f];252.2
;;im-2,1;bfcn2-1[f];243.2
;;im;bf4;404.4
;;im-1;bf4;309.6
;;im-1,1;bf4;304.5
;;im-2,1;bf4;288.15
;;im-3,1;bf4;256.2
;;im-3,1,1;bf4;256.2
;;im-4,1;bf4;191.2
;;im-4,1,1;bf4;310.2
;;im-6,1;bf4;191.2
;;im-8,1;bf4;194.2
;;im-10,1;bf4;248.2
;;im-a,1;bf4;192.1
;;im-c,1,1;bf4;217.2
;;pz-ph,1,1[3],1[5];bf4;418.4
;;pz-ph,4,1[3],1[5];bf4;340.8
;;pz-ph,7,1[3],1[5];bf4;329.5
;;py-4;bf4;272,0
;;py-4,1[2];bf4;301.3
;;py-8,1[3],1[5];bf4;329.2
;;qu-1,1;bf4;388.7
;;qu-2,2;bf4;459.6
;;n-1;bf4;461,0
;;n-2;bf4;425.6
;;n-4;bf4;471.4
;;n-2,2,2;bf4;377.5
;;n-3,2,2,1;bf4;459.2
;;n-4,2,2,1;bf4;438.2
;;n-4,4;bf4;486,0
;;n-2oh;bf4;273.7
;;n-2o1,1,1,1;bf4;327.2
;;n-2o1,2,1,1;bf4;279.1
;;n-2o1,2,2,1;bf4;281.2
;;n-2o1,2,2,2;bf4;329.2
;;n-2o1,2o1,1,1;bf4;309.1
;;n-2o2,2o1,1,1;bf4;279.6
;;n-1coo6,1,1,1;bf4;331.2
;;n-1coo12,1,1,1;bf4;362.2
;;n-1coo14,1,1,1;bf4;369.2
;;n-1coo16,1,1,1;bf4;377.2
;;n-1coo2,4,4,4;bf4;327.2
;;n-3cn,1,1,1;bf4;334.1
;;n-1(1[1])coo1;bf4;255.2
;;n-4t;bf4;391.5
;;pyr-1;bf4;240.2
;;pyr-4,1;bf4;423.2
;;pyr-1o1,1;bf4;255.2
;;pyr-2o1,1;bf4;285.2
;;pip-1;bf4;298.2
;;pip-4,1;bf4;419.2
;;ox-4,1;bf4;261.2
;;mo-1;bf4;302.2
;;mo-2;bf4;294.2
;;mo-4,1;bf4;339.2
;;mo-2o1,1;bf4;358.2
;;p-12,4,4,4;bf4;295.6
;;im-2,1;bf3-5;289.2
;;im-1,1;bf3-4[f];308.2
;;im-2,1;bf3-4[f];269.2
;;im-3,1;bf3-4[f];261.2
;;n-3,2,2,1;bf3-4[f];327.2
;;n-4,2,2,1;bf3-4[f];333.2
;;n-2o1,1,1,1;bf3-4[f];323.2
;;n-2o1,2,1,1;bf3-4[f];245.2
;;n-2o1,2,2,2;bf3-4[f];284.2
;;pyr-3,1;bf3-4[f];350.2
;;pyr-4,1;bf3-4[f];334.2
;;pyr-2o1,1;bf3-4[f];260.2
;;pip-4,1;bf3-4[f];365.2
;;pip-2o1,1;bf3-4[f];293.2
;;ox-4,1;bf3-4[f];327.2
;;ox-2o1,1;bf3-4[f];291.2
;;mo-4,1;bf3-4[f];349.2
;;mo-2o1,1;bf3-4[f];399.2
;;im-2,1;bf3-4;264.2
;;im-4,1;bf3-3icn;188.7
;;im-a,1;bf3-3icn;184,0
;;im-a,a;bf3-3icn;185.9
;;im-1cch,1;bf3-3icn;192.8
;;im-1cch,1cch;bf3-3icn;218.1
;;im-3cn,1;bf3-3icn;196.6
;;im-3cn,3cn;bf3-3icn;203.4
;;im-3cooh,1;bf3-3icn;214.6
;;im-1,1;bf3-3[f];284.2
;;im-2,1;bf3-3[f];281.2
;;im-3,1;bf3-3[f];268.2
;;n-3,2,2,1;bf3-3[f];330.2
;;n-4,2,2,1;bf3-3[f];323.2
;;n-2o1,1,1,1;bf3-3[f];296.2
;;n-2o1,2,2,2;bf3-3[f];279.2
;;pyr-3,1;bf3-3[f];352.2
;;pyr-4,1;bf3-3[f];326.2
;;pyr-2o1,1;bf3-3[f];279.2
;;pip-4,1;bf3-3[f];354.2
;;pip-2o1,1;bf3-3[f];264.2
;;ox-4,1;bf3-3[f];326.2
;;ox-2o1,1;bf3-3[f];283.2
;;mo-4,1;bf3-3[f];342.2
;;im-2,1;bf3-3;259.2
;;im-2,1;bf3-2[f]o1[f];243.2
;;n-4,2,2,1;bf3-2[f]o1[f];289.2
;;pyr-3,1;bf3-2[f]o1[f];298.2
;;im-1,1;bf3-2[f];300.2
;;im-2,1;bf3-2[f];274.2
;;im-3,1;bf3-2[f];231.2
;;im-4,1;bf3-2[f];231.2
;;im-6,1;bf3-2[f];263.2
;;im-1o1,1;bf3-2[f];252.2
;;im-2o1,1;bf3-2[f];264.2
;;n-3,2,2,1;bf3-2[f];327.2
;;n-4,2,2,1;bf3-2[f];288.2
;;n-2o1,1,1,1;bf3-2[f];303.2
;;n-2o1,2,1,1;bf3-2[f];240.2
;;n-2o1,2,2,2;bf3-2[f];276.2
;;pyr-4,1;bf3-2[f];295.2
;;pyr-1o1,1;bf3-2[f];299.2
;;pyr-2o1,1;bf3-2[f];270.2
;;pip-4,1;bf3-2[f];314.2
;;pip-2o1,1;bf3-2[f];258.2
;;ox-4,1;bf3-2[f];269.2
;;ox-2o1,1;bf3-2[f];274.2
;;im-1,1;bf3-1[f];288.2
;;im-2,1;bf3-1[f];252.7
;;im-3,1;bf3-1[f];252.2
;;im-1o1,1;bf3-1[f];290.2
;;im-2o1,1;bf3-1[f];275.2
;;n-3,2,2,1;bf3-1[f];368.2
;;n-4,2,2,1;bf3-1[f];270.2
;;n-2o1,1,1,1;bf3-1[f];350.2
;;n-2o1,2,1,1;bf3-1[f];281.2
;;n-2o1,2,2,1;bf3-1[f];251.2
;;n-2o1,2,2,2;bf3-1[f];283.2
;;pyr-4,1;bf3-1[f];255.2
;;pyr-1o1,1;bf3-1[f];269.2
;;pyr-2o1,1;bf3-1[f];257.2
;;pip-4,1;bf3-1[f];285.2
;;pip-2o1,1;bf3-1[f];257.2
;;mo-2o1,1;bf3-1[f];274.2
;;im-2,1;bf2ox;291.2
;;n-2,2,2,2;bf2ox;306.2
;;im-2,1;bf2cn2;245.6
;;im-2,1;bf2cn-4[f];237.2
;;im-2,1;bf2cn-3[f];220.2
;;im-2,1;bf2cn-2[f];216.2
;;im-2,1;bf2cn-1[f];239.2
;;im-4,1;behss;254.2
;;im-2,1;bcn3-1[f];266.2
;;im-2,1;asf6;326,0
;;py-8,1[4];asf6;281.2
;;n-3,2,1,1;albr4;390.2
;;n-4,2,2,1;albr4;364.2
;;n-4,3,1,1;albr4;338.2
;;n-5,2,2,2;albr4;320.2
;;p-5,2,2,2;albr4;308.2
;;n-1,1,1,1;ala;315.2
;;im-2,1;al(ohfip)4;304.2
;;im-2,1,1;al(ohfip)4;312.2
;;im-4,1;al(ohfip)4;313.2
;;im-4,1,1;al(ohfip)4;273.2
;;im-6,1;al(ohfip)4;278.2
;;im-a,1;al(ohfip)4;285.2
;;py-4;al(ohfip)4;309.2
;;pyr-4,1;al(ohfip)4;323.2
;;pip-3,1;al(ohfip)4;342.2
;;mo-4,1;al(ohfip)4;304.2
;;n-1o[c12],2odoe,1,1;acsul;360.7
;;n-1o[11],2oh,1,1;acsul;307.4
;;im-2,1;ac;253.2
;;im-4,1;ac;253.2
;;im-4i,4i;ac;333.2
;;n-2;ac;360.2
;;n-2,2;ac;320.7
;;n-4,2,2,2;ac;300.9
;;n-4,4;ac;318.2
;;n-2oh;ac;202.2
;;n-2oh,2oh,2oh;ac;261.25
;;n-2o2oh;ac;212.4
;;n-2oh,1,1,1;ac;345.2
;;n-2o1,2,1,1;ac;309.3
;;n-2o1,2o1,1,1;ac;312.9
;;n-2o2,2o1,1,1;ac;304.3
;;n-2o2,2o2,1,1;ac;307.5
;;n-2o1,2o1;ac;279.1
;;pyr;ac;286.05
;;n-2;6ac;269.2
;;n-4;6ac;258.2
;;n-2oh;6ac;306.2
;;pyr;6ac;233.2
;;n-2oh;16ac;348.7
;;n-2oh,2oh;16ac;331.7
