,cation,anion,MP,smiles
0,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,COc1cc(ccc1O)C([O-])=O,320.5,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.COc1cc(ccc1O)C([O-])=O
1,C[N+](C)(C)C,CC(C)[C@H](N)C([O-])=O,313.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC(C)[C@H](N)C([O-])=O
2,CCCC[N+](CCCC)(CCCC)CCCC,CC(C)[C@H](N)C([O-])=O,298.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC(C)[C@H](N)C([O-])=O
3,CCCC[P+](CCCC)(CCCC)CCCC,CC(C)[C@H](N)C([O-])=O,298.9,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC(C)[C@H](N)C([O-])=O
4,CCCCC[N+](CCCCC)(CCCCC)CCCCC,FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F,289.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F
5,CCCCCC[P+](C)(C)C,FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F,280.5,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)C(=O)[N-]S(=O)(=O)C(F)(F)F
6,CCn1cc[n+](C)c1,FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,407.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
7,CCCCn1cc[n+](C)c1,FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,377.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
8,CCCCCn1cc[n+](C)c1,FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,355.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
9,CCCCCC[n+]1ccn(C)c1,FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,355.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
10,CCCCCCC[n+]1ccn(C)c1,FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,342.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
11,CCCCCCCCn1cc[n+](C)c1,FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,348.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
12,CCCCCCCCCCn1cc[n+](C)c1,FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,358.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
13,CCCCCCCCCCCCn1cc[n+](C)c1,FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,345.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
14,CCCCCCCCCCCC[n+]1ccccc1,FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,337.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
15,CCCCCCCCCCCCCCCCCC[n+]1ccc2ccccc2c1,FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,304.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
16,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,309.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
17,CCCC[N+](CCCC)(CCCC)CCCC,FC(F)(F)COS(=O)(=O)[N-]S(=O)(=O)OCC(F)(F)F,317.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)COS(=O)(=O)[N-]S(=O)(=O)OCC(F)(F)F
18,CCC[N+]1(C)CCCC1,FC(F)(F)COS(=O)(=O)[N-]S(=O)(=O)OCC(F)(F)F,282.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)COS(=O)(=O)[N-]S(=O)(=O)OCC(F)(F)F
19,CCC[N+]1(C)CCCCC1,FC(F)(F)COS(=O)(=O)[N-]S(=O)(=O)OCC(F)(F)F,299.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.FC(F)(F)COS(=O)(=O)[N-]S(=O)(=O)OCC(F)(F)F
20,Cn1cc[nH+]c1,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,359.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
21,CC[NH3+],[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,331.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
22,CCCC[NH3+],[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,318.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
23,CCCCCCCCn1cc[n+](C)c1,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,297.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
24,CC[n+]1cccc(C)c1,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,275.0,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
25,Cn1cc[nH+]c1,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,352.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
26,O=C1CCC[NH2+]1,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,281.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
27,CC[NH3+],[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,332.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
28,CCCC[NH3+],[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,326.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
29,CC[NH2+]CC,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,318.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
30,CC[NH+](CC)CC,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,298.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
31,[NH3+]CCO,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,314.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
32,C1CC[NH2+]C1,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F,277.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
33,Cn1cc[n+](C)c1,[O-]C(=O)C(F)(F)F,325.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)F
34,CCn1cc[n+](C)c1,[O-]C(=O)C(F)(F)F,257.833333333333,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)F
35,CCn1cc[n+](C)c1C,[O-]C(=O)C(F)(F)F,332.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)F
36,CCCCCCCCn1cc[n+](C)c1,[O-]C(=O)C(F)(F)F,279.5,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)F
37,C[NH3+],[O-]C(=O)C(F)(F)F,334.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)F
38,CC[NH3+],[O-]C(=O)C(F)(F)F,331.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)F
39,[NH3+]CCO,[O-]C(=O)C(F)(F)F,362.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)F
40,C1CC[NH2+]C1,[O-]C(=O)C(F)(F)F,263.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)F
41,CCCC[N@+]1(C)CCC[C@@H](C)C1,[O-]C(=O)C(F)(F)F,331.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)F
42,CCCCCC[N@+]1(C)CCC[C@@H](C)C1,[O-]C(=O)C(F)(F)F,314.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)F
43,CCCC[N+]1(C)CCCCCC1,[O-]C(=O)C(F)(F)F,347.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)F
44,CCCCCC[N+]1(C)CCCCCC1,[O-]C(=O)C(F)(F)F,318.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)F
45,COCC[N+]1(C)CCCCCC1,[O-]C(=O)C(F)(F)F,285.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]C(=O)C(F)(F)F
46,CCCCn1cc[n+](C)c1,CCCCCCOC(=O)C[C@H]([C@@H](C(=O)OCCCCCC)S([O-])(=O)=O)C(=O)OCCCCCC,251.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCCCCOC(=O)C[C@H]([C@@H](C(=O)OCCCCCC)S([O-])(=O)=O)C(=O)OCCCCCC
47,CCn1cc[n+](C)c1,N#C[B-](C#N)(C#N)C#N,281.5,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.N#C[B-](C#N)(C#N)C#N
48,CCCCn1cc[n+](C)c1C,N#C[B-](C#N)(C#N)C#N,336.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.N#C[B-](C#N)(C#N)C#N
49,c1cc[nH+]cc1,N#C[B-](C#N)(C#N)C#N,410.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.N#C[B-](C#N)(C#N)C#N
50,C[NH2+]C,N#C[B-](C#N)(C#N)C#N,402.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.N#C[B-](C#N)(C#N)C#N
51,CCCC[N+]1(C)CCCC1,N#C[B-](C#N)(C#N)C#N,292.35,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.N#C[B-](C#N)(C#N)C#N
52,CCCC[N+]1(C)CCCCC1,N#C[B-](C#N)(C#N)C#N,290.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.N#C[B-](C#N)(C#N)C#N
53,CCn1cc[n+](C)c1,N#CCC([C-](C#N)C#N)=C(C#N)C#N,298.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.N#CCC([C-](C#N)C#N)=C(C#N)C#N
54,CCn1cc[n+](C)c1,CC([C-](C#N)C#N)=C(C#N)C#N,315.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CC([C-](C#N)C#N)=C(C#N)C#N
55,CCn1cc[n+](C)c1,N#C[C-](C=C(C#N)C#N)C#N,315.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.N#C[C-](C=C(C#N)C#N)C#N
56,CCCCn1cc[n+](C)c1,N#C[C-](C=C(C#N)C#N)C#N,293.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.N#C[C-](C=C(C#N)C#N)C#N
57,CCCCn1cc[n+](C)c1,CCCCCCCCOS([O-])(=O)=O,259.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCCCCCCOS([O-])(=O)=O
58,CCCCn1cc[n+](C)c1,CCCCCOS([O-])(=O)=O,256.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCCCOS([O-])(=O)=O
59,CCCCn1cc[n+](C)c1,CCCCOS([O-])(=O)=O,248.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCCOS([O-])(=O)=O
60,CCCCn1cc[n+](C)c1C,CCCCOS([O-])(=O)=O,320.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCCOS([O-])(=O)=O
61,CC[N+]1(C)CCCCC1,CCCCOS([O-])(=O)=O,316.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCCOS([O-])(=O)=O
62,CCCC[N+]1(C)CCCCC1,CCCCOS([O-])(=O)=O,328.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCCOS([O-])(=O)=O
63,CC[N+]1(C)CCOCC1,CCCCOS([O-])(=O)=O,292.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCCCOS([O-])(=O)=O
64,CCCCn1cc[n+](C)c1,[O-]S(=O)(=O)OCCCC(F)(F)C(F)(F)F,258.1,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCCCC(F)(F)C(F)(F)F
65,CCCCn1cc[n+](C)c1C,[O-]S(=O)(=O)OCCCC(F)(F)C(F)(F)F,285.8,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCCCC(F)(F)C(F)(F)F
66,CCCCn1cc[n+](C)c1,CCOS([O-])(=O)=O,330.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCOS([O-])(=O)=O
67,CC[n+]1ccccc1C#N,CCOS([O-])(=O)=O,308.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCOS([O-])(=O)=O
68,CCCC[N+](C)(C)CC,CCOS([O-])(=O)=O,307.0,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCOS([O-])(=O)=O
69,CC[N+]1(C)CCCC1,CCOS([O-])(=O)=O,296.433333333333,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCOS([O-])(=O)=O
70,CCCC[N+]1(CC)CCCC1,CCOS([O-])(=O)=O,311.0,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCOS([O-])(=O)=O
71,CC[N+]1(C)CCCCC1,CCOS([O-])(=O)=O,193.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCOS([O-])(=O)=O
72,CC[N+]1(C)CCOCC1,CCOS([O-])(=O)=O,205.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.CCOS([O-])(=O)=O
73,CCn1cc[n+](C)c1,[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,257.1,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
74,CCCCn1cc[n+](C)c1,[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,212.0,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
75,CCCCn1cc[n+](C)c1C,[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,259.0,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
76,CC[n+]1ccccc1,[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,262.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
77,CCCC[n+]1ccccc1,[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,276.3,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
78,CC[N+](CC)(CC)CC,[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,260.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
79,CCCC[N+](CCCC)(CCCC)CCCC,[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,265.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
80,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,271.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
81,CC[N+]1(CC)CCNCC1,[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,266.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
82,CC[N+](CC)(CC)CC,[O-]S(=O)(=O)OCC(F)(F)C(F)F,264.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCC(F)(F)C(F)F
83,CCCC[N+](CCCC)(CCCC)CCCC,[O-]S(=O)(=O)OCC(F)(F)C(F)F,269.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCC(F)(F)C(F)F
84,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[O-]S(=O)(=O)OCC(F)(F)C(F)F,268.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCC(F)(F)C(F)F
85,CC[N+](CC)(CC)CC,[O-]S(=O)(=O)OCC(F)(F)F,278.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCC(F)(F)F
86,CCCC[N+](CCCC)(CCCC)CCCC,[O-]S(=O)(=O)OCC(F)(F)F,352.7,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCC(F)(F)F
87,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[O-]S(=O)(=O)OCC(F)(F)F,277.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[O-]S(=O)(=O)OCC(F)(F)F
88,Cn1cc[n+](C)c1,COS([O-])(=O)=O,308.55,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.COS([O-])(=O)=O
89,CCn1cc[n+](C)c1,COS([O-])(=O)=O,280.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.COS([O-])(=O)=O
90,CCCCn1cc[n+](C)c1,COS([O-])(=O)=O,258.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.COS([O-])(=O)=O
91,CC[N+](C)(CC)CC,COS([O-])(=O)=O,298.0,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.COS([O-])(=O)=O
92,[NH3+]CCO,COS([O-])(=O)=O,372.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.COS([O-])(=O)=O
93,C[N+]1(C)CCCC1,COS([O-])(=O)=O,368.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.COS([O-])(=O)=O
94,CC[N+]1(C)CCOCC1,COS([O-])(=O)=O,318.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.COS([O-])(=O)=O
95,CCn1cc[n+](C)c1,Cc1ccc(cc1)S([O-])(=O)=O,326.566666666667,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.Cc1ccc(cc1)S([O-])(=O)=O
96,CC(C)Cn1cc[n+](CC(C)C)c1,Cc1ccc(cc1)S([O-])(=O)=O,368.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.Cc1ccc(cc1)S([O-])(=O)=O
97,CCCCCCn1cc[n+](CCCCCC)c1,Cc1ccc(cc1)S([O-])(=O)=O,340.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.Cc1ccc(cc1)S([O-])(=O)=O
98,CCCCCCCCn1cc[n+](C)c1,Cc1ccc(cc1)S([O-])(=O)=O,370.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.Cc1ccc(cc1)S([O-])(=O)=O
99,CCCC[C@H](CC)Cn1cc[n+](C[C@H](CC)CCCC)c1,Cc1ccc(cc1)S([O-])(=O)=O,329.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.Cc1ccc(cc1)S([O-])(=O)=O
100,CCCCCCCCCCn1cc[n+](CCCCCCCCCC)c1,Cc1ccc(cc1)S([O-])(=O)=O,349.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.Cc1ccc(cc1)S([O-])(=O)=O
101,Cc1cc(C)[nH+]c(C)c1,Cc1ccc(cc1)S([O-])(=O)=O,403.7,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.Cc1ccc(cc1)S([O-])(=O)=O
102,CCCC[n+]1cccc(C)c1,Cc1ccc(cc1)S([O-])(=O)=O,323.7,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.Cc1ccc(cc1)S([O-])(=O)=O
103,CCCC[n+]1ccc(C)cc1,Cc1ccc(cc1)S([O-])(=O)=O,424.8,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.Cc1ccc(cc1)S([O-])(=O)=O
104,CCCCCC[n+]1cccc(C)c1,Cc1ccc(cc1)S([O-])(=O)=O,329.3,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.Cc1ccc(cc1)S([O-])(=O)=O
105,CCCC[C@H](CC)C[N+](C)(C)C[C@@H](CC)CCCC,Cc1ccc(cc1)S([O-])(=O)=O,351.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.Cc1ccc(cc1)S([O-])(=O)=O
106,CCCC[NH2+]CCCC,NS([O-])(=O)=O,360.2,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.NS([O-])(=O)=O
